train_no,train_name,origin_station,destination_station,off_day,station_order,station_name,arrival_time,departure_time,journey_day,page_number
111,Pabna Shuttle-1,Ishwardi Jn,Pabna,Wednesday,2.0,Majhgram Jn,06:42,06:42,1.0,33.0
111,Pabna Shuttle-1,Ishwardi Jn,Pabna,Wednesday,3.0,Dashuria,06:56,06:56,1.0,33.0
111,Pabna Shuttle-1,Ishwardi Jn,Pabna,Wednesday,4.0,Tebunia,07:12,07:12,1.0,33.0
111,Pabna Shuttle-1,Ishwardi Jn,Pabna,Wednesday,5.0,Pabna,07:30,,1.0,33.0
76,Dhaleshwari Mail,Ibrahimabad,Mymensingh,,1.0,Ibrahimabad,,19:50,1.0,32.0
76,Dhaleshwari Mail,Ibrahimabad,Mymensingh,,2.0,Bhuapur,20:07,20:07,1.0,32.0
76,Dhaleshwari Mail,Ibrahimabad,Mymensingh,,3.0,Hemnagar,20:25,20:25,1.0,32.0
76,Dhaleshwari Mail,Ibrahimabad,Mymensingh,,4.0,Shaheednagar,20:37,20:37,1.0,32.0
76,Dhaleshwari Mail,Ibrahimabad,Mymensingh,,5.0,Jagannathganj Bazar,20:45,20:45,1.0,32.0
76,Dhaleshwari Mail,Ibrahimabad,Mymensingh,,6.0,Tarakandi,20:57,20:57,1.0,32.0
76,Dhaleshwari Mail,Ibrahimabad,Mymensingh,,7.0,Sarishabari,21:16,21:16,1.0,32.0
76,Dhaleshwari Mail,Ibrahimabad,Mymensingh,,8.0,Kendua,21:48,21:48,1.0,32.0
76,Dhaleshwari Mail,Ibrahimabad,Mymensingh,,9.0,Jamalpur,22:09,22:09,1.0,32.0
76,Dhaleshwari Mail,Ibrahimabad,Mymensingh,,10.0,Nandina,22:24,22:24,1.0,32.0
76,Dhaleshwari Mail,Ibrahimabad,Mymensingh,,11.0,Narundi,22:36,22:36,1.0,32.0
76,Dhaleshwari Mail,Ibrahimabad,Mymensingh,,12.0,Piyarpur,22:48,22:48,1.0,32.0
76,Dhaleshwari Mail,Ibrahimabad,Mymensingh,,13.0,Bidyaganj,23:04,23:04,1.0,32.0
76,Dhaleshwari Mail,Ibrahimabad,Mymensingh,,14.0,Mymensingh,23:40,,1.0,32.0
77,Rohanpur Commuter,Rajshahi,Rohanpur,Wednesday,1.0,Rajshahi,,15:00,1.0,32.0
77,Rohanpur Commuter,Rajshahi,Rohanpur,Wednesday,2.0,Kankanhat,15:28,15:28,1.0,32.0
77,Rohanpur Commuter,Rajshahi,Rohanpur,Wednesday,3.0,Lalitnagar,15:38,15:38,1.0,32.0
77,Rohanpur Commuter,Rajshahi,Rohanpur,Wednesday,4.0,Amnura Jn,15:52,15:52,1.0,32.0
77,Rohanpur Commuter,Rajshahi,Rohanpur,Wednesday,5.0,Nachol,16:07,16:07,1.0,32.0
77,Rohanpur Commuter,Rajshahi,Rohanpur,Wednesday,6.0,Rohanpur,16:30,,1.0,32.0
78,Rohanpur Commuter,Rohanpur,Rajshahi,Wednesday,1.0,Rohanpur,,12:20,1.0,32.0
78,Rohanpur Commuter,Rohanpur,Rajshahi,Wednesday,2.0,Nachol,12:40,12:40,1.0,32.0
78,Rohanpur Commuter,Rohanpur,Rajshahi,Wednesday,3.0,Amnura Jn,13:00,13:00,1.0,32.0
78,Rohanpur Commuter,Rohanpur,Rajshahi,Wednesday,4.0,Lalitnagar,13:13,13:13,1.0,32.0
78,Rohanpur Commuter,Rohanpur,Rajshahi,Wednesday,5.0,Kankanhat,13:23,13:23,1.0,32.0
78,Rohanpur Commuter,Rohanpur,Rajshahi,Wednesday,6.0,Rajshahi Court,13:46,13:46,1.0,32.0
78,Rohanpur Commuter,Rohanpur,Rajshahi,Wednesday,7.0,Rajshahi,14:00,,1.0,32.0
95,Mongla Commuter,Mongla,Benapole,Tuesday,1.0,Mongla,,13:00,1.0,32.0
95,Mongla Commuter,Mongla,Benapole,Tuesday,2.0,Chulkati Bazar,13:33,13:33,1.0,32.0
95,Mongla Commuter,Mongla,Benapole,Tuesday,3.0,Katakhali,13:42,13:42,1.0,32.0
95,Mongla Commuter,Mongla,Benapole,Tuesday,4.0,Mohammadnagar,13:58,13:58,1.0,32.0
95,Mongla Commuter,Mongla,Benapole,Tuesday,5.0,Phultala,14:20,14:20,1.0,32.0
95,Mongla Commuter,Mongla,Benapole,Tuesday,6.0,Noapara,14:46,14:46,1.0,32.0
95,Mongla Commuter,Mongla,Benapole,Tuesday,7.0,Singia,15:04,15:04,1.0,32.0
95,Mongla Commuter,Mongla,Benapole,Tuesday,8.0,Jashore,15:30,15:30,1.0,32.0
95,Mongla Commuter,Mongla,Benapole,Tuesday,9.0,Jhikargacha,15:59,15:59,1.0,32.0
95,Mongla Commuter,Mongla,Benapole,Tuesday,10.0,Navaron,16:19,16:19,1.0,32.0
95,Mongla Commuter,Mongla,Benapole,Tuesday,11.0,Benapole,16:35,,1.0,32.0
96,Mongla Commuter,Benapole,Mongla,Tuesday,1.0,Benapole,,09:15,1.0,32.0
96,Mongla Commuter,Benapole,Mongla,Tuesday,2.0,Navaron,09:32,09:32,1.0,32.0
96,Mongla Commuter,Benapole,Mongla,Tuesday,3.0,Jhikargacha,09:52,09:52,1.0,32.0
96,Mongla Commuter,Benapole,Mongla,Tuesday,4.0,Jashore,10:14,10:14,1.0,32.0
96,Mongla Commuter,Benapole,Mongla,Tuesday,5.0,Singia,10:32,10:32,1.0,32.0
96,Mongla Commuter,Benapole,Mongla,Tuesday,6.0,Noapara,10:48,10:48,1.0,32.0
96,Mongla Commuter,Benapole,Mongla,Tuesday,7.0,Phultala,11:04,11:04,1.0,32.0
96,Mongla Commuter,Benapole,Mongla,Tuesday,8.0,Mohammadnagar,11:24,11:24,1.0,32.0
96,Mongla Commuter,Benapole,Mongla,Tuesday,9.0,Katakhali,11:40,11:40,1.0,32.0
96,Mongla Commuter,Benapole,Mongla,Tuesday,10.0,Chulkati Bazar,11:49,11:49,1.0,32.0
96,Mongla Commuter,Benapole,Mongla,Tuesday,11.0,Mongla,12:30,,1.0,32.0
97,Kurigram Shuttle,Lalmonirhat,Kurigram,,1.0,Lalmonirhat,,17:10,1.0,32.0
97,Kurigram Shuttle,Lalmonirhat,Kurigram,,2.0,Kaunia Jn,18:23,18:23,1.0,32.0
97,Kurigram Shuttle,Lalmonirhat,Kurigram,,3.0,Kurigram,19:10,,1.0,32.0
98,Kurigram Shuttle,Kurigram,Lalmonirhat,,1.0,Kurigram,,19:30,1.0,32.0
98,Kurigram Shuttle,Kurigram,Lalmonirhat,,2.0,Kaunia Jn,20:40,20:40,1.0,32.0
98,Kurigram Shuttle,Kurigram,Lalmonirhat,,3.0,Lalmonirhat,21:20,,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,1.0,Ishwardi Jn,,05:00,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,2.0,Majhgram,05:15,05:15,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,3.0,Muladuli,05:26,05:26,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,4.0,Gofurabad,05:37,05:37,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,5.0,Chatmohar,05:48,05:48,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,6.0,Guakhra,05:58,05:58,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,7.0,Bhangura,06:08,06:08,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,8.0,Baral Bridge,06:17,06:17,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,9.0,Sharat Nagar,06:24,06:24,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,10.0,Dilpashar,06:33,06:33,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,11.0,Lahiri Mohanpur,06:43,06:43,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,12.0,Ullapara,06:55,06:55,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,13.0,Salap,07:05,07:05,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,14.0,Jamtail Jn,07:16,07:16,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,15.0,Shaheed M Mansur Ali,07:27,07:27,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,16.0,Saydabad,07:42,07:42,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,17.0,Ibrahimabad Jn,08:11,08:11,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,18.0,Tangail,08:37,08:37,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,19.0,Mohera,08:55,08:55,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,20.0,Mirzapur,09:15,09:15,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,21.0,Mouchak,09:39,09:39,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,22.0,Joydebpur,10:05,10:05,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,23.0,Tongi Jn,10:29,10:29,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,24.0,Dhaka Airport,10:39,10:39,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,25.0,Tejgaon,10:55,10:55,1.0,32.0
99,Dhaka Commuter,Ishwardi Jn,Dhaka,,26.0,Dhaka,11:05,,1.0,32.0
101,Rajbari Mail-1,Rajbari,Bhanga,,1.0,Rajbari,,07:00,1.0,32.0
101,Rajbari Mail-1,Rajbari,Bhanga,,2.0,Panchuria Jn,07:11,07:11,1.0,32.0
101,Rajbari Mail-1,Rajbari,Bhanga,,3.0,Khankhanapur,07:21,07:21,1.0,32.0
101,Rajbari Mail-1,Rajbari,Bhanga,,4.0,Basantapur,07:30,07:30,1.0,32.0
101,Rajbari Mail-1,Rajbari,Bhanga,,5.0,Amirabad,07:38,07:38,1.0,32.0
101,Rajbari Mail-1,Rajbari,Bhanga,,6.0,Faridpur,07:54,07:54,1.0,32.0
101,Rajbari Mail-1,Rajbari,Bhanga,,7.0,Bakunda,08:06,08:06,1.0,32.0
101,Rajbari Mail-1,Rajbari,Bhanga,,8.0,Talma,08:17,08:17,1.0,32.0
101,Rajbari Mail-1,Rajbari,Bhanga,,9.0,Pukhuria,08:30,08:30,1.0,32.0
101,Rajbari Mail-1,Rajbari,Bhanga,,10.0,Bhanga,08:45,,1.0,32.0
61,Dinajpur Commuter,Lalmonirhat,Birol,,2.0,Mahendranagar,06:39,06:39,1.0,31.0
61,Dinajpur Commuter,Lalmonirhat,Birol,,3.0,Teesta Jn,07:03,07:03,1.0,31.0
61,Dinajpur Commuter,Lalmonirhat,Birol,,4.0,Kaunia Jn,07:12,07:12,1.0,31.0
61,Dinajpur Commuter,Lalmonirhat,Birol,,5.0,Mirbag,07:25,07:25,1.0,31.0
61,Dinajpur Commuter,Lalmonirhat,Birol,,6.0,Rangpur,07:43,07:43,1.0,31.0
61,Dinajpur Commuter,Lalmonirhat,Birol,,7.0,Shyampur,08:00,08:00,1.0,31.0
61,Dinajpur Commuter,Lalmonirhat,Birol,,8.0,Badarganj,08:17,08:17,1.0,31.0
61,Dinajpur Commuter,Lalmonirhat,Birol,,9.0,Kholahati,08:30,08:30,1.0,31.0
61,Dinajpur Commuter,Lalmonirhat,Birol,,10.0,Parbatipur Jn,09:20,09:20,1.0,31.0
61,Dinajpur Commuter,Lalmonirhat,Birol,,11.0,Chirirbandar,09:41,09:41,1.0,31.0
61,Dinajpur Commuter,Lalmonirhat,Birol,,12.0,Dinajpur,10:25,10:25,1.0,31.0
61,Dinajpur Commuter,Lalmonirhat,Birol,,13.0,Birol,10:50,,1.0,30.0
62,Dinajpur Commuter,Birol,Lalmonirhat,,1.0,Birol,,11:10,1.0,31.0
62,Dinajpur Commuter,Birol,Lalmonirhat,,2.0,Dinajpur,11:38,11:38,1.0,31.0
62,Dinajpur Commuter,Birol,Lalmonirhat,,3.0,Chirirbandar,12:00,12:00,1.0,31.0
62,Dinajpur Commuter,Birol,Lalmonirhat,,4.0,Parbatipur Jn,12:45,12:45,1.0,31.0
62,Dinajpur Commuter,Birol,Lalmonirhat,,5.0,Kholahati,12:59,12:59,1.0,31.0
62,Dinajpur Commuter,Birol,Lalmonirhat,,6.0,Badarganj,13:13,13:13,1.0,31.0
62,Dinajpur Commuter,Birol,Lalmonirhat,,7.0,Shyampur,13:27,13:27,1.0,31.0
62,Dinajpur Commuter,Birol,Lalmonirhat,,8.0,Rangpur,13:47,13:47,1.0,31.0
62,Dinajpur Commuter,Birol,Lalmonirhat,,9.0,Mirbag,14:02,14:02,1.0,31.0
62,Dinajpur Commuter,Birol,Lalmonirhat,,10.0,Kaunia Jn,14:19,14:19,1.0,31.0
62,Dinajpur Commuter,Birol,Lalmonirhat,,11.0,Teesta Jn,14:28,14:28,1.0,31.0
62,Dinajpur Commuter,Birol,Lalmonirhat,,12.0,Mahendranagar,14:41,14:41,1.0,31.0
62,Dinajpur Commuter,Birol,Lalmonirhat,,13.0,Lalmonirhat,14:50,,1.0,31.0
63,Lalmoni Commuter-1,Lalmonirhat,Parbatipur Jn,,1.0,Lalmonirhat,,14:00,1.0,31.0
63,Lalmoni Commuter-1,Lalmonirhat,Parbatipur Jn,,2.0,Mahendranagar,14:09,14:09,1.0,31.0
63,Lalmoni Commuter-1,Lalmonirhat,Parbatipur Jn,,3.0,Teesta Jn,14:31,14:31,1.0,31.0
63,Lalmoni Commuter-1,Lalmonirhat,Parbatipur Jn,,4.0,Kaunia Jn,14:41,14:41,1.0,31.0
63,Lalmoni Commuter-1,Lalmonirhat,Parbatipur Jn,,5.0,Mirbag,14:54,14:54,1.0,31.0
63,Lalmoni Commuter-1,Lalmonirhat,Parbatipur Jn,,6.0,Rangpur,15:12,15:12,1.0,31.0
63,Lalmoni Commuter-1,Lalmonirhat,Parbatipur Jn,,7.0,Shyampur,15:29,15:29,1.0,31.0
63,Lalmoni Commuter-1,Lalmonirhat,Parbatipur Jn,,8.0,Auliyaganj,15:38,15:38,1.0,31.0
63,Lalmoni Commuter-1,Lalmonirhat,Parbatipur Jn,,9.0,Badarganj,15:49,15:49,1.0,31.0
63,Lalmoni Commuter-1,Lalmonirhat,Parbatipur Jn,,10.0,Kholahati,16:03,16:03,1.0,31.0
63,Lalmoni Commuter-1,Lalmonirhat,Parbatipur Jn,,11.0,Parbatipur Jn,16:20,,1.0,31.0
64,Lalmoni Commuter-2,Parbatipur Jn,Lalmonirhat,,1.0,Parbatipur Jn,,06:00,1.0,31.0
64,Lalmoni Commuter-2,Parbatipur Jn,Lalmonirhat,,2.0,Kholahati,06:15,06:15,1.0,31.0
64,Lalmoni Commuter-2,Parbatipur Jn,Lalmonirhat,,3.0,Badarganj,06:28,06:28,1.0,31.0
64,Lalmoni Commuter-2,Parbatipur Jn,Lalmonirhat,,4.0,Shyampur,06:42,06:42,1.0,31.0
64,Lalmoni Commuter-2,Parbatipur Jn,Lalmonirhat,,5.0,Rangpur,07:02,07:02,1.0,31.0
64,Lalmoni Commuter-2,Parbatipur Jn,Lalmonirhat,,6.0,Mirbag,07:30,07:30,1.0,31.0
64,Lalmoni Commuter-2,Parbatipur Jn,Lalmonirhat,,7.0,Kaunia Jn,07:55,07:55,1.0,31.0
64,Lalmoni Commuter-2,Parbatipur Jn,Lalmonirhat,,8.0,Teesta Jn,08:04,08:04,1.0,31.0
64,Lalmoni Commuter-2,Parbatipur Jn,Lalmonirhat,,9.0,Mahendranagar,08:17,08:17,1.0,31.0
64,Lalmoni Commuter-2,Parbatipur Jn,Lalmonirhat,,10.0,Lalmonirhat,08:30,,1.0,31.0
65,Burimari Commuter-1,Lalmonirhat,Burimari,,1.0,Lalmonirhat,,08:40,1.0,31.0
65,Burimari Commuter-1,Lalmonirhat,Burimari,,2.0,Aditmari,08:57,08:57,1.0,31.0
65,Burimari Commuter-1,Lalmonirhat,Burimari,,3.0,Namurirhat,09:06,09:06,1.0,31.0
65,Burimari Commuter-1,Lalmonirhat,Burimari,,4.0,Kakina,09:18,09:18,1.0,31.0
65,Burimari Commuter-1,Lalmonirhat,Burimari,,5.0,Tushbhandar,09:27,09:27,1.0,31.0
65,Burimari Commuter-1,Lalmonirhat,Burimari,,6.0,Votmari,09:40,09:40,1.0,31.0
65,Burimari Commuter-1,Lalmonirhat,Burimari,,7.0,Hatibandha,09:58,09:58,1.0,31.0
65,Burimari Commuter-1,Lalmonirhat,Burimari,,8.0,Barakhata,10:11,10:11,1.0,31.0
65,Burimari Commuter-1,Lalmonirhat,Burimari,,9.0,Bawra,10:22,10:22,1.0,31.0
65,Burimari Commuter-1,Lalmonirhat,Burimari,,10.0,Patgram,10:41,10:41,1.0,31.0
65,Burimari Commuter-1,Lalmonirhat,Burimari,,11.0,Burimari,11:00,,1.0,31.0
66,Burimari Commuter-2,Burimari,Lalmonirhat,,1.0,Burimari,,11:20,1.0,31.0
66,Burimari Commuter-2,Burimari,Lalmonirhat,,2.0,Patgram,11:37,11:37,1.0,31.0
66,Burimari Commuter-2,Burimari,Lalmonirhat,,3.0,Bawra,11:55,11:55,1.0,31.0
66,Burimari Commuter-2,Burimari,Lalmonirhat,,4.0,Barakhata,12:06,12:06,1.0,31.0
66,Burimari Commuter-2,Burimari,Lalmonirhat,,5.0,Hatibandha,12:20,12:20,1.0,31.0
66,Burimari Commuter-2,Burimari,Lalmonirhat,,6.0,Votmari,12:38,12:38,1.0,31.0
66,Burimari Commuter-2,Burimari,Lalmonirhat,,7.0,Tushbhandar,12:51,12:51,1.0,31.0
66,Burimari Commuter-2,Burimari,Lalmonirhat,,8.0,Kakina,13:00,13:00,1.0,31.0
66,Burimari Commuter-2,Burimari,Lalmonirhat,,9.0,Namurirhat,13:12,13:12,1.0,31.0
66,Burimari Commuter-2,Burimari,Lalmonirhat,,10.0,Aditmari,13:21,13:21,1.0,31.0
66,Burimari Commuter-2,Burimari,Lalmonirhat,,11.0,Lalmonirhat,13:40,,1.0,31.0
71,Burimari Commuter-3,Lalmonirhat,Burimari,,1.0,Lalmonirhat,,15:00,1.0,31.0
71,Burimari Commuter-3,Lalmonirhat,Burimari,,2.0,Aditmari,15:17,15:17,1.0,31.0
71,Burimari Commuter-3,Lalmonirhat,Burimari,,3.0,Namurirhat,15:26,15:26,1.0,31.0
71,Burimari Commuter-3,Lalmonirhat,Burimari,,4.0,Kakina,15:38,15:38,1.0,31.0
71,Burimari Commuter-3,Lalmonirhat,Burimari,,5.0,Tushbhandar,15:47,15:47,1.0,31.0
71,Burimari Commuter-3,Lalmonirhat,Burimari,,6.0,Votmari,16:00,16:00,1.0,31.0
71,Burimari Commuter-3,Lalmonirhat,Burimari,,7.0,Hatibandha,16:18,16:18,1.0,31.0
71,Burimari Commuter-3,Lalmonirhat,Burimari,,8.0,Barakhata,16:31,16:31,1.0,31.0
71,Burimari Commuter-3,Lalmonirhat,Burimari,,9.0,Bawra,16:58,16:58,1.0,31.0
71,Burimari Commuter-3,Lalmonirhat,Burimari,,10.0,Patgram,17:17,17:17,1.0,31.0
71,Burimari Commuter-3,Lalmonirhat,Burimari,,11.0,Burimari,17:40,,1.0,31.0
72,Burimari Commuter-4,Burimari,Lalmonirhat,,1.0,Burimari,,18:10,1.0,31.0
72,Burimari Commuter-4,Burimari,Lalmonirhat,,2.0,Patgram,18:30,18:30,1.0,31.0
72,Burimari Commuter-4,Burimari,Lalmonirhat,,3.0,Bawra,18:48,18:48,1.0,31.0
72,Burimari Commuter-4,Burimari,Lalmonirhat,,4.0,Barakhata,19:00,19:00,1.0,31.0
72,Burimari Commuter-4,Burimari,Lalmonirhat,,5.0,Hatibandha,19:30,19:30,1.0,31.0
72,Burimari Commuter-4,Burimari,Lalmonirhat,,6.0,Votmari,19:47,19:47,1.0,31.0
72,Burimari Commuter-4,Burimari,Lalmonirhat,,7.0,Tushbhandar,20:00,20:00,1.0,31.0
72,Burimari Commuter-4,Burimari,Lalmonirhat,,8.0,Kakina,20:10,20:10,1.0,31.0
72,Burimari Commuter-4,Burimari,Lalmonirhat,,9.0,Namurirhat,20:22,20:22,1.0,31.0
72,Burimari Commuter-4,Burimari,Lalmonirhat,,10.0,Aditmari,21:00,21:00,1.0,31.0
72,Burimari Commuter-4,Burimari,Lalmonirhat,,11.0,Lalmonirhat,21:15,,1.0,31.0
75,Dhaleshwari Mail,Mymensingh,Ibrahimabad,,1.0,Mymensingh,,15:00,1.0,31.0
75,Dhaleshwari Mail,Mymensingh,Ibrahimabad,,2.0,Bidyaganj,15:33,15:33,1.0,31.0
75,Dhaleshwari Mail,Mymensingh,Ibrahimabad,,3.0,Piyarpur,15:50,15:50,1.0,31.0
75,Dhaleshwari Mail,Mymensingh,Ibrahimabad,,4.0,Narundi,16:19,16:19,1.0,31.0
75,Dhaleshwari Mail,Mymensingh,Ibrahimabad,,5.0,Nandina,16:33,16:33,1.0,31.0
75,Dhaleshwari Mail,Mymensingh,Ibrahimabad,,6.0,Jamalpur,16:48,16:48,1.0,31.0
75,Dhaleshwari Mail,Mymensingh,Ibrahimabad,,7.0,Kendua,17:09,17:09,1.0,31.0
75,Dhaleshwari Mail,Mymensingh,Ibrahimabad,,8.0,Sarishabari,17:47,17:47,1.0,31.0
75,Dhaleshwari Mail,Mymensingh,Ibrahimabad,,9.0,Tarakandi,18:08,18:08,1.0,31.0
75,Dhaleshwari Mail,Mymensingh,Ibrahimabad,,10.0,Jagannathganj Bazar,18:21,18:21,1.0,31.0
75,Dhaleshwari Mail,Mymensingh,Ibrahimabad,,11.0,Shaheednagar,18:30,18:30,1.0,31.0
75,Dhaleshwari Mail,Mymensingh,Ibrahimabad,,12.0,Hemnagar,18:45,18:45,1.0,31.0
75,Dhaleshwari Mail,Mymensingh,Ibrahimabad,,13.0,Bhuapur,19:02,19:02,1.0,31.0
75,Dhaleshwari Mail,Mymensingh,Ibrahimabad,,14.0,Ibrahimabad,19:20,,1.0,31.0
55,Bhowal Mail,Dhaka,Dewanganj Bazar,,11.0,Aulianagar,23:52,23:52,1.0,30.0
55,Bhowal Mail,Dhaka,Dewanganj Bazar,,12.0,Mymensingh,00:35,00:35,2.0,30.0
55,Bhowal Mail,Dhaka,Dewanganj Bazar,,13.0,Piyarpur,01:12,01:12,2.0,30.0
55,Bhowal Mail,Dhaka,Dewanganj Bazar,,14.0,Narundi,01:27,01:27,2.0,30.0
55,Bhowal Mail,Dhaka,Dewanganj Bazar,,15.0,Nandina,01:42,01:42,2.0,30.0
55,Bhowal Mail,Dhaka,Dewanganj Bazar,,16.0,Jamalpur,02:14,02:14,2.0,30.0
55,Bhowal Mail,Dhaka,Dewanganj Bazar,,17.0,Melandaha,02:45,02:45,2.0,30.0
55,Bhowal Mail,Dhaka,Dewanganj Bazar,,18.0,Durmut,03:00,03:00,2.0,30.0
55,Bhowal Mail,Dhaka,Dewanganj Bazar,,19.0,Islampur,03:20,03:20,2.0,30.0
55,Bhowal Mail,Dhaka,Dewanganj Bazar,,20.0,Mosharafganj,03:30,,2.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,1.0,Mosharafganj,,01:12,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,2.0,Islampur,01:25,01:25,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,3.0,Durmut,01:37,01:37,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,4.0,Melandaha,01:52,01:52,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,5.0,Jamalpur,02:22,02:22,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,6.0,Nandina,02:45,02:45,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,7.0,Narundi,03:00,03:00,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,8.0,Piyarpur,03:14,03:14,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,9.0,Mymensingh,04:00,04:00,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,10.0,Agri University,04:08,04:08,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,11.0,Sutiakhali,04:17,04:17,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,12.0,Fatemanagar,04:30,04:30,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,13.0,Ahmadbari,04:38,04:38,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,14.0,Aulianagar,05:06,05:06,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,15.0,Dhala,05:18,05:18,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,16.0,Gafargaon,05:37,05:37,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,17.0,Mashakhali,05:52,05:52,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,18.0,Kaoraid,06:10,06:10,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,19.0,Satkhamair,06:33,06:33,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,20.0,Shripur,07:14,07:14,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,21.0,Izzatpur,07:28,07:28,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,22.0,Rajendrapur,07:38,07:38,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,23.0,Bhowal Gazipur,07:48,07:48,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,24.0,Joydebpur,08:00,08:00,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,25.0,Dhirashram,08:12,08:12,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,26.0,Tongi Jn,08:28,08:28,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,27.0,Dhaka Airport,08:40,08:40,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,28.0,Dhaka Cantonment,08:52,08:52,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,29.0,Tejgaon,09:07,09:07,1.0,30.0
56,Bhowal Mail,Dewanganj Bazar,Dhaka,,30.0,Dhaka,09:20,,1.0,30.0
57,Ishwardi Commuter,Ishwardi Jn,Rohanpur,Wednesday,1.0,Ishwardi Jn,,07:00,1.0,30.0
57,Ishwardi Commuter,Ishwardi Jn,Rohanpur,Wednesday,2.0,Azimnagar,07:15,07:15,1.0,30.0
57,Ishwardi Commuter,Ishwardi Jn,Rohanpur,Wednesday,3.0,Abdulpur Jn,07:45,07:45,1.0,30.0
57,Ishwardi Commuter,Ishwardi Jn,Rohanpur,Wednesday,4.0,Lokmanpur,07:54,07:54,1.0,30.0
57,Ishwardi Commuter,Ishwardi Jn,Rohanpur,Wednesday,5.0,Arani,08:15,08:15,1.0,30.0
57,Ishwardi Commuter,Ishwardi Jn,Rohanpur,Wednesday,6.0,Sardah,08:37,08:37,1.0,30.0
57,Ishwardi Commuter,Ishwardi Jn,Rohanpur,Wednesday,7.0,Rajshahi,09:10,09:10,1.0,30.0
57,Ishwardi Commuter,Ishwardi Jn,Rohanpur,Wednesday,8.0,Rajshahi Court,09:22,09:22,1.0,30.0
57,Ishwardi Commuter,Ishwardi Jn,Rohanpur,Wednesday,9.0,Kankanhat,09:56,09:56,1.0,30.0
